"aab1.Primary.solid.Tumor" "aabh.Primary.solid.Tumor" "aabi.Primary.solid.Tumor" "X6879.Primary.solid.Tumor" "a45n.Solid.Tissue.Normal" "a45n.Primary.solid.Tumor" "X7289.Primary.solid.Tumor" "X8519.Primary.solid.Tumor" "a4bk.Primary.solid.Tumor" "a77p.Primary.solid.Tumor" "a77q.Primary.solid.Tumor" "a9tj.Metastatic" "a9tj.Primary.solid.Tumor" "a77e.Primary.solid.Tumor" "a8t5.Primary.solid.Tumor"
"Adenocarcinoma" 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
